name;address_country;address_city;address_full;contact_phone;contact_fax;contact_website;juridicInfos_nature;juridicInfos_creationYear;juridicInfos_juridicForm;juridicInfos_activity;juridicInfos_capital;juridicInfos_effectif;Logo_link;products_0;products_1;products_2;products_3;dirigeants_0_name;dirigeants_0_funtion;dirigeants_1_name;dirigeants_1_funtion;dirigeants_2_name;dirigeants_2_funtion;dirigeants_3_name;dirigeants_3_funtion;dirigeants_4_name;dirigeants_4_funtion;dirigeants_5_name;dirigeants_5_funtion;dirigeants_6_name;dirigeants_6_funtion;dirigeants_7_name;dirigeants_7_funtion;partner_0_name;partner_0_type;partner_1_name;partner_1_type;partner_2_name;partner_2_type;partner_3_name;partner_3_type;partner_4_name;partner_4_type;partner_5_name;partner_5_type;partner_6_name;partner_6_type;partner_7_name;partner_7_type;partner_8_name;partner_8_type;partner_9_name;partner_9_type;partner_10_name;partner_10_type
Newcomp Analytics Inc.;;;;;;http://www.newcomp.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/newcomp-logo_updated_logo.png?itok=rNokYVCX;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Oak Consulting Pte. Ltd.;;;;;;http://www.oakconsulting.com.sg;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/oak_logo.png?itok=tRy0CfzF;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Panasonic Solution Technologies Co., Ltd.;;;;;;http://www.panasonic.com/jp/company/pstc.html;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/panasonic_cobrand.png?itok=9D-eakfu;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
PLANIT Partners;;;;;;http://planit.ai;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/pages/planit_logo.png?itok=tKfQR7Vu;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Prominence Advisors;;;;;;http://www.prominenceadvisors.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/prominence-logos-7292014-04.png?itok=2Ic8e-lA;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
RED Innovations Consultoria em Informatica;;;;;;http://www.redinnovations.com.br;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/red_2_0.png?itok=qmOtGSAg;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Redington Gulf;;;;;;http://www.redingtongulf.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-06/TableauPartner.png?itok=N_eQ9a2z;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Savex Technologies Private Limited (Gold);;;;;;http://www.savex.in;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-06/TableauPartner.png?itok=N_eQ9a2z;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Shanghai Advanced Analytic Service Co Ltd;;;;;;http://www.analyticservice.net;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/aas_logo-hi-res.png?itok=C7u4KUQU;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Shanghai TBI Technology Co.,Ltd.;;;;;;http://tengbai-it.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/tbi_0.png?itok=UH70EU4b;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Sieger Consulting GmbH;;;;;;http://www.sgc.de;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/sieger_logo.png?itok=UlSmDnn_;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
SIT;;;;;;http://www.sitqad.co.il;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/logo.pngsit_transperent.png?itok=R7Myj6cc;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Slalom UK;;;;;;http://www.slalom.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/services_premier.png?itok=ctE-P6N-;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Slalom, LLC;;;;;;http://www.slalom.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2020-10/Slalom%2BLogo%2BBlue%2B-%2BApril%2BHunt.png?itok=KXnhn_cF;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Solita;;;;;;http://www.sparks.se;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/solita.png?itok=_ZM2xkbm;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
TEAM COMPUTERS PRIVATE LIMITED;;;;;;http://www.teamcomputers.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2020-10/tcpl-logo_0.png?itok=bKFhVQQe;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
TEKsystems Global Services LLC;;;;;;http://www.teksystems.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/teksystems_logo_rgb_0.jpg?itok=s5nxC2ao;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Tessellation;;;;;;http://www.tessellationtech.io;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/services_premier.png?itok=ctE-P6N-;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Test OCR Inc Test2;;;;;;http://test.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/technology_premier.png?itok=x8gSbmgi;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Test Partner Account;;;;;;;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/reseller_premier.png?itok=ouAZiN8s;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
The Information Lab;;;;;;http://www.theinformationlab.co.uk;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2020-10/TIL%20Logo%20PNG%20White%20BG_0.png?itok=HqzusP0p;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
The Information Lab Deutschland GmbH;;;;;;http://www.theinformationlab.de;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/til-logo.jpg?itok=Bz32rFQi;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
The Information Lab Netherlands B.V.;;;;;;http://www.theinformationlab.nl;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/reseller_premier.png?itok=ouAZiN8s;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
TSOFT PERU SAC;;;;;;https://www.tsoftglobal.com/;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/reseller_premier.png?itok=ouAZiN8s;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
TSOFT S.A.;;;;;;http://www.tsoftlatam.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/logo_tsoft_2017-07.jpg?itok=tCkZysfm;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
USEReady;;;;;;http://www.useready.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/pages/useready_150.png?itok=WDx88tpt;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Visidata Anugerah Mitra, PT;;;;;;;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/stories/visidata.png?itok=phqJtwf7;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
VISION.BI LTD;;;;;;http://www.vision.bi;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/vbi-logo-black_1_1.png?itok=Lkz2BySx;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Visualitics;;;;;;http://www.visualitics.it;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2020-10/NEW%20Visualitics-logo.png?itok=EHVH_irA;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
VSTECS CLOUD TECHNOLOGY(BEIJING) Co., Ltd;;;;;;http://ecscloud.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2020-10/ecs_0.png?itok=cQjZ5Waj;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
WIPRO;;;;;;http://www.wipro.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/wipro_logo.png?itok=fx0go8-8;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Wipro;;;;;;http://www.wipro.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/reseller_premier.png?itok=ouAZiN8s;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Wizon OÜ;;;;;;http://www.wizon.ee;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/wizon_logo_0.png?itok=Pq_5eFO6;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Woodmark Consulting AG;;;;;;http://www.woodmark.de;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/woodmark_4c_basic.png?itok=QkkrhPO7;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
ZERO ONE Technology Co., Ltd ..;;;;;;http://www.zerone.com.tw;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/ling_yi_ke_ji_2014logo-20140423_no.2zeroneling_yi_ke_ji_.jpg?itok=NhtaKLSt;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Zuar;;;;;;http://www.zuar.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/reseller_premier.png?itok=ouAZiN8s;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
株式会社NTTデータ（NTT DATA Corporation）;;;;;;http://www.nttdata.com/jp/ja/index.html;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/corporatelogotypetagline_right_humanblue_1.jpg?itok=ZZoNsh56;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
1010data, Inc.;;;;;;http://www.1010data.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/1010data_logo_box.jpg?itok=LB73nIzW;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
7P Solutions & Consulting AG;;;;;;http://www.7p-group.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/reseller_select.png?itok=VuFrtgec;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Actian Corporation - Palo Alto;;;;;;http://www.actian.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/actian-logo-3color-primary.png?itok=oSkY9vSK;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
ACW Distribution (HK) Limited;;;;;;http://www.acw-distribution.com.hk/;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/acw.png?itok=ocg2RJ7M;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Addapp BI;;;;;;http://www.addapp.com.mx;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/reseller_select.png?itok=VuFrtgec;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Aethereus;;;;;;http://www.aethereus.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/reseller_select.png?itok=VuFrtgec;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
AI INVERSIONES PALO ALTO II S.A.C;;;;;;http://www.canvia.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/logo_gmd_nuevo.jpg?itok=L1gyrly0;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Aible, Inc;;;;;;https://www.aible.com/;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/technology_select.png?itok=5mE1vEOA;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
AiM Services SA;;;;;;http://www.aim-services.ch;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/aim-rvb.png?itok=woA9Xjoo;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Aimpoint Digital;;;;;;http://aimpointdigital.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/services_select.png?itok=GNYvgXw5;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Alexander Thamm GmbH;;;;;;http://www.alexanderthamm.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/logo_alexanderthamm.jpeg?itok=p2qOfdo4;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
All For Analytics;;;;;;http://www.all4analytics.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/all_for_analytics_logo_curvas.png?itok=opjnXZnj;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Allwyn Corporation;;;;;;http://www.allwyncorp.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/reseller_select.png?itok=VuFrtgec;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Alpha Analytics Services Private Limited;;;;;;http://alpha-analytics.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/reseller_select.png?itok=VuFrtgec;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Alpine Consulting Partners;;;;;;http://www.alpine-consulting.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/acp_logo_horizontal.png?itok=z8D7VJ5k;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Altria Consulting;;;;;;http://www.thealtria.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/altria.png?itok=XpH064Ir;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Ampool, Inc.;;;;;;http://www.ampool.io;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/technology_select.png?itok=5mE1vEOA;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Analytic Vizion;;;;;;http://www.analyticvizion.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/services_select.png?itok=GNYvgXw5;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Analytics8, LLC;;;;;;http://www.us.analytics8.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/technology_select.png?itok=5mE1vEOA;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Archetype Consulting, Inc.;;;;;;http://www.archetypeconsulting.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/archetype_logo_without_tag_line.png?itok=QdywE--5;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
ARGUSA;;;;;;http://www.argusa.ch;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/argusa_2.png?itok=jnxY2O1T;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Arkatechture;;;;;;http://www.arkatechture.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/arkatechture_logo.png?itok=uGcary4J;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Arria NLG plc;;;;;;https://www.arria.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/arria.jpg?itok=aPyJ1tSv;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Arrow ECS Brasil (Bronze);;;;;;http://www.arrowecs.com.br;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-06/TableauPartner.png?itok=N_eQ9a2z;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Arrow ECS Brasil (Silver);;;;;;http://www.arrowecs.com.br;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-06/TableauPartner.png?itok=N_eQ9a2z;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Asana, Inc.;;;;;;http://www.asana.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/technology_select.png?itok=5mE1vEOA;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Astera Software Corporation;;;;;;http://www.astera.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/logoastera2.png?itok=0_Ul4JFj;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Atrium;;;;;;http://www.atrium.ai;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/services_select.png?itok=GNYvgXw5;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Atscale, Inc.;;;;;;http://www.atscale.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/atscale.png?itok=WFlFb_Yh;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Automated Insights Inc.;;;;;;http://www.automatedinsights.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/ai_logo_2016_dark_light-3.png?itok=0mxSqbjK;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Automated Systems (H.K.) Limited;;;;;;http://www2.asl.com.hk/eng/index.php;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/asl_logo_combo_0.png?itok=nqjfmVAT;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Avalanche Partners;;;;;;http://www.inflexionanalytics.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/services_select.png?itok=GNYvgXw5;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Axxiome;;;;;;http://www.axxiome.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/reseller_select.png?itok=VuFrtgec;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
b.telligent GmbH & Co. KG;;;;;;http://www.btelligent.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/bt_lang_claim.jpg?itok=lOo4nOaK;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
BackSpace SpA;;;;;;http://www.backspace.cl;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/backspace.png?itok=M5VLHjUc;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Baffle, Inc.;;;;;;http://www.baffle.io;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/baffle.png?itok=eawLCTSH;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Bara Advanced Infotech Company Limited;;;;;;http://www.baraadv.co.th;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/bara_advanced_logo_0.jpg?itok=vj5CNvmc;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Bechtle GmbH & Co. KG Systemhaus Bonn-Köln;;;;;;http://www.bechtle.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/bechtle_neu_rgb.png?itok=Cvp-JaR4;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Beijing Com&Lan Tech. Corp., Ltd.;;;;;;http://www.mfzq.com.cn/;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/logo_19.png?itok=SziCccu-;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Beijing DataUI Technology Co., Ltd.;;;;;;http://dataui.kappakoala.com/;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/reseller_select.png?itok=VuFrtgec;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Beijing Ecota Tech Co., Ltd;;;;;;http://ecota.com.cn;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/reseller_select.png?itok=VuFrtgec;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Beijing Jing Qiang Technology Development Co., Ltd.;;;;;;http://www.jingqiang.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/image001.jpg?itok=qAGPRDD8;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Beijing Trust Support Technology Co., Ltd;;;;;;http://tsupport.com.cn;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/logojpg-02.jpg?itok=CnLEOoBR;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Bilight Solutions LLP;;;;;;https://bilightsolutions.com/;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/reseller_select.png?itok=VuFrtgec;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Billigence Europe;;;;;;http://www.billigence.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/billigence-final-01_2.jpg?itok=jR8h4b4-;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Bizinsight Information Technology;;;;;;http://www.bizinsight.com.cn;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2020-10/bizinsight.png?itok=SAo_q2_E;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Biztory - Germany;;;;;;http://www.biztory.be;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/reseller_select.png?itok=VuFrtgec;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
BLUECHIP INFOCORP PRIVATE LIMITED;;;;;;http://www.bluechipcorporation.co.in;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/reseller_select.png?itok=VuFrtgec;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
BMB;;;;;;http://www.bmbgroup.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/bmb_logos-01.png?itok=ZtiMKXLY;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
BMindCo;;;;;;http://www.bmind.com.co;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/reseller_select.png?itok=VuFrtgec;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Bodhtree Consulting Limited;;;;;;http://www.bodhtree.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/reseller_select.png?itok=VuFrtgec;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Bornlogic;;;;;;http://www.bornlogic.com/;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/bornlogic-flat-02-063a5c.png?itok=LAuYeavf;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
breos GmbH;;;;;;http://www.breos.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/breos_0.jpg?itok=TMrp8cCm;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
BUSINESS & DECISION - Ittigen;;;;;;http://www.businessdecision.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2020-10/business%20%26%20decision.png?itok=1lP-2d5j;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
BUSINESS & DECISION - Paris;;;;;;https://en.group.businessdecision.com/;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/bd_2lines_blue.png?itok=OrIFrRAr;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Business & Decision Belgium;;;;;;http://www.businessdecision.be;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/reseller_select.png?itok=VuFrtgec;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Business Lab Consulting Ltd;;;;;;http://www.businesslab.mu;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/business_lab_consulting_logo__title_002.png?itok=LicYoCt2;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
CallOne GmbH;;;;;;http://www.callone.de;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/callone-logo-color-rgb-600x140.png?itok=feMkvgFi;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Capventis;;;;;;http://www.capventis.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/companies/capventis_logo.png?itok=RYamm1rX;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Casabase Software;;;;;;https://casabasesoftware.com/;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/technology_select.png?itok=5mE1vEOA;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
Cazena, Inc.;;;;;;http://www.cazena.com;;;;;;;https://www.tableau.com/sites/default/files/styles/scale_180x80/public/2021-05/technology_select.png?itok=5mE1vEOA;;;;;;;;;;;;;;;;;;;;;Tableau;;;;;;;;;;;;;;;;;;;;;
